SWEAT index,Showalter index,LIFTED index,K index,Cross totals index,Vertical totals index,Totals totals index,TLCL,PLCL,CINE,CAPE,PRECIPITABLE WATER,1000-500 THICKNESS,Date,TH
234.2,5.6,-4.1,37.8,20.5,22.6,43.1,299.5,990.07,-1.8,2.6,62.2,5836,05/08/2015,0
252.2,8.6,-2.0,39.6,21.3,21.3,42.6,295.99,918.59,-19.5,1030.1,60.5,5826,06/08/2015,0
228.5,9.0,-1.3,36.3,18.7,21.5,40.2,295.18,905.6,-36.3,554.9,57.7,5837,07/08/2015,0
222.8,5.6,-3.1,35.7,19.0,22.8,41.8,297.06,941.18,-41.4,28.2,69.3,5849,08/08/2015,0
240.9,8.6,-0.9,39.8,21.1,22.7,43.8,293.63,892.2,-85.9,182.9,60.9,5812,09/08/2015,0
250.4,8.0,-2.1,40.0,21.5,23.7,45.2,294.89,905.66,-73.8,488.0,59.2,5815,10/08/2015,0
257.8,5.9,-4.1,36.4,19.5,22.3,41.8,299.87,987.5,-3.2,2163.4,66.2,5834,11/08/2015,0
277.5,6.7,-3.0,38.8,20.0,21.4,41.4,299.2,979.81,-5.3,1878.9,71.8,5848,12/08/2015,0
267.5,6.3,-3.2,36.9,20.6,21.9,42.5,298.58,963.76,-12.0,1859.3,68.0,5850,13/08/2015,0
252.6,6.7,-2.7,39.1,20.4,21.7,42.1,298.63,982.47,-10.4,62.7,70.0,5853,14/08/2015,0
271.1,5.9,-3.7,40.4,21.3,22.3,43.6,298.9,971.91,-10.9,1936.5,72.7,5839,15/08/2015,0
271.4,5.6,-4.0,38.2,21.6,22.2,43.8,299.0,979.84,-9.4,1727.5,71.5,5833,16/08/2015,0
273.4,4.2,-5.5,41.2,22.9,23.8,46.7,299.23,982.41,-4.8,2.4,73.2,5831,17/08/2015,1
266.4,6.9,-2.2,37.5,19.3,21.5,40.8,298.19,963.85,-26.5,1160.8,69.9,5839,18/08/2015,1
281.2,5.8,-3.6,30.4,20.5,22.3,42.8,298.57,969.25,-33.5,1504.1,67.8,5842,19/08/2015,0
273.7,7.4,-3.1,40.6,21.1,24.6,45.7,295.28,905.57,-58.5,634.3,58.6,5839,20/08/2015,1
256.3,5.8,-4.1,33.1,19.1,21.3,40.4,299.82,974.47,-20.5,3109.5,62.0,5833,21/08/2015,0
242.8,6.7,-2.4,35.8,19.0,22.0,41.0,298.54,982.47,-3.7,1.1,63.4,5830,22/08/2015,1
227.0,7.9,-2.0,25.5,19.1,21.6,40.7,296.49,930.62,-34.1,971.1,57.6,5827,23/08/2015,1
228.2,8.0,-1.9,36.0,19.2,22.9,42.1,297.04,945.91,-46.3,946.0,60.2,5838,24/08/2015,1
271.4,7.3,-2.7,40.2,21.1,23.6,44.7,297.97,964.4,-31.0,1164.0,65.5,5839,25/08/2015,0
252.0,5.3,-4.9,39.1,20.8,21.5,42.3,300.22,982.35,-3.6,3150.9,70.2,5846,26/08/2015,0
263.6,8.0,-1.7,34.2,18.4,21.7,40.1,298.54,974.6,-5.5,12.5,61.7,5841,27/08/2015,0
278.8,7.7,-2.8,42.0,22.2,22.3,44.5,298.03,965.25,-0.7,1332.5,70.4,5828,28/08/2015,0
275.8,6.3,-3.6,41.2,20.9,22.3,43.2,299.69,990.07,-1.9,0.4,73.8,5841,29/08/2015,0
263.8,5.2,-4.8,40.2,20.6,23.6,44.2,299.85,984.94,-3.5,2465.5,70.7,5850,30/08/2015,1
282.3,5.3,-4.5,40.2,21.4,23.3,44.7,299.33,974.53,-14.2,2516.2,72.7,5845,31/08/2015,0
249.1,5.7,-3.9,39.2,20.1,24.3,44.4,299.33,995.07,-27.0,1468.5,69.9,5831,01/09/2015,1
255.3,6.4,-2.0,23.2,21.4,23.8,45.2,297.14,972.12,-78.1,6.8,59.9,5822,02/09/2015,0
228.3,7.5,-0.2,38.6,19.9,23.5,43.4,295.37,958.79,-146.7,23.6,59.9,5819,03/09/2015,1
181.3,5.2,-4.8,36.5,17.3,23.6,40.9,299.57,987.53,-5.1,2730.9,61.6,5816,04/09/2015,1
239.8,7.7,0.1,38.9,20.1,22.6,42.7,295.04,944.53,-115.0,98.0,65.4,5813,05/09/2015,0
232.5,5.8,-3.1,25.2,20.7,22.5,43.2,297.61,963.94,-58.2,1371.0,56.7,5820,06/09/2015,0
177.4,4.4,-5.1,24.2,15.7,24.3,40.0,298.87,969.19,-38.6,2541.4,53.1,5819,07/09/2015,0
210.3,5.8,-4.1,24.9,16.6,22.0,38.6,299.59,971.82,-25.2,3424.9,51.7,5819,08/09/2015,0
233.4,4.9,-4.2,28.5,19.7,23.0,42.7,297.83,949.78,-66.2,2134.9,50.3,5826,09/09/2015,0
239.8,3.3,-6.7,33.8,20.6,22.9,43.5,299.8,960.8,-29.5,4314.1,61.3,5829,10/09/2015,0
232.9,6.5,-2.7,35.0,19.0,22.1,41.1,298.31,979.9,-17.6,1593.8,57.0,5821,11/09/2015,0
223.1,5.6,-3.4,32.9,19.0,24.3,43.3,297.79,977.34,-33.9,1257.1,56.8,5820,12/09/2015,0
229.9,5.4,-3.6,35.9,19.5,23.6,43.1,297.76,974.69,-31.9,1382.3,59.9,5817,13/09/2015,0
256.4,5.1,-4.0,39.2,20.5,23.3,43.8,298.08,969.31,-25.1,1694.4,64.4,5819,14/09/2015,1
276.4,7.8,-1.3,35.3,18.7,20.3,39.0,298.28,977.28,-8.4,1354.3,66.0,5830,15/09/2015,1
270.1,4.6,-4.9,37.0,21.2,23.5,44.7,299.03,982.44,-4.5,107.8,64.3,5836,16/09/2015,0
251.5,6.8,-2.6,36.6,19.3,22.2,41.5,298.73,982.44,-12.3,1729.5,61.1,5831,17/09/2015,1
237.4,5.5,-4.1,38.2,20.1,23.6,43.7,298.74,974.59,-24.3,1958.9,62.7,5838,18/09/2015,0
262.7,6.6,-2.9,38.4,20.1,23.1,43.2,298.84,974.56,-39.4,1797.8,66.3,5845,19/09/2015,0
243.2,7.1,-1.6,38.1,20.3,22.2,42.5,297.59,977.34,-10.1,1.7,70.3,5833,20/09/2015,1
280.8,5.3,-4.3,38.0,20.9,22.7,43.6,299.27,987.53,-3.1,2110.9,70.3,5830,21/09/2015,1
290.6,7.8,-0.8,37.5,19.8,21.1,40.9,297.03,958.48,-31.0,4.0,68.3,5834,22/09/2015,1
293.8,6.7,-2.3,39.9,21.6,22.2,43.8,297.89,987.63,-9.2,699.7,72.4,5819,23/09/2015,1
281.6,6.2,-2.8,41.6,22.3,23.1,45.4,298.07,985.06,-49.3,997.9,70.5,5825,24/09/2015,0
237.2,6.7,-3.0,12.9,16.8,20.7,37.5,299.6,990.07,-26.6,2364.1,44.2,5823,25/09/2015,0
192.9,6.2,-3.6,29.6,16.2,21.0,37.2,299.33,982.41,-23.2,2488.1,45.1,5818,26/09/2015,0
189.5,5.7,-3.8,16.6,17.5,21.5,39.0,298.86,985.03,-30.6,301.5,42.2,5814,27/09/2015,0
166.0,5.4,-3.3,25.8,16.3,22.3,38.6,297.07,955.67,-44.4,213.8,40.6,5809,28/09/2015,0
169.1,4.2,-4.5,20.4,17.6,23.9,41.5,297.51,967.81,-30.7,1426.3,51.3,5805,29/09/2015,0
154.3,5.1,-3.5,30.1,15.2,24.7,39.9,296.58,941.3,-60.7,1399.7,50.3,5812,30/09/2015,1
183.7,5.1,-4.1,33.5,18.1,24.6,42.7,298.51,981.66,-49.0,1975.2,60.5,5824,01/10/2015,1
217.8,4.6,-4.9,38.2,21.5,24.0,45.5,298.38,969.28,-21.7,2437.2,59.5,5813,02/10/2015,1
218.6,5.2,-4.1,35.8,20.2,24.0,44.2,298.21,971.97,-36.4,2187.8,54.2,5812,03/10/2015,0
193.6,5.2,-4.0,26.5,16.5,24.3,40.8,298.61,984.76,-48.2,2063.4,43.4,5810,04/10/2015,0
210.4,5.3,-3.3,32.6,17.8,22.7,40.5,296.74,944.2,-51.0,1721.3,49.7,5801,05/10/2015,0
214.5,4.9,-4.3,36.2,20.0,23.0,43.0,298.25,974.66,-23.5,2108.2,59.1,5805,06/10/2015,0
224.0,6.6,-1.8,34.5,19.8,22.6,42.4,296.67,966.81,-43.4,657.9,62.0,5816,07/10/2015,0
237.5,7.7,-0.6,35.6,19.0,21.5,40.5,296.81,977.43,-24.2,310.2,61.1,5810,08/10/2015,0
239.5,7.2,-1.0,31.5,19.3,22.3,41.6,296.78,974.81,-47.9,91.5,50.8,5810,09/10/2015,0
210.7,4.4,-4.7,34.4,17.9,23.2,41.1,298.41,971.97,-27.6,2337.0,47.8,5793,10/10/2015,0
105.5,3.8,-5.2,20.9,10.2,24.5,34.7,298.51,982.81,-44.8,2327.4,34.5,5768,11/10/2015,0
75.3,4.5,-3.3,24.8,9.0,25.3,34.3,295.91,961.47,-49.4,1027.2,35.3,5752,12/10/2015,1
188.1,5.1,-2.2,30.0,20.5,24.0,44.5,295.21,974.99,-35.4,510.0,42.8,5751,13/10/2015,0
199.3,4.8,-2.5,34.4,20.7,24.1,44.8,295.23,977.58,-9.0,0.3,46.0,5737,14/10/2015,0
181.0,5.7,-1.4,32.8,20.7,22.7,43.4,295.57,990.56,-17.3,524.0,46.8,5736,15/10/2015,1
187.7,6.1,-2.0,32.9,18.4,21.9,40.3,296.44,980.06,-9.5,1241.1,45.8,5743,16/10/2015,0
203.5,5.2,-3.3,24.6,18.6,22.8,41.4,297.05,982.59,-10.7,1360.1,39.8,5758,17/10/2015,0
184.1,5.2,-2.9,11.1,16.1,22.6,38.7,297.2,986.18,-16.9,1161.7,35.8,5765,18/10/2015,0
197.7,5.4,-2.3,16.3,18.2,22.0,40.2,296.01,964.47,-44.0,112.7,38.3,5781,19/10/2015,0
178.8,5.3,-3.3,13.2,16.9,21.9,38.8,297.49,975.19,-23.6,172.6,39.6,5791,20/10/2015,0
198.8,4.6,-4.9,4.4,18.5,21.6,40.1,298.88,987.56,-5.7,2648.2,39.3,5779,21/10/2015,0
180.3,4.8,-4.1,10.6,16.6,21.8,38.4,298.25,981.46,-10.8,2400.4,37.4,5770,22/10/2015,0
180.5,4.7,-3.6,16.8,16.4,23.1,39.5,296.61,969.53,-31.7,1467.0,38.4,5764,23/10/2015,0
92.9,5.9,-1.9,8.3,7.8,22.0,29.8,296.44,970.87,-49.4,1383.7,33.2,5759,24/10/2015,0
83.2,9.7,2.8,6.1,6.6,20.0,26.6,294.0,964.52,-107.0,11.7,33.9,5762,25/10/2015,0
58.2,9.4,4.3,2.8,0.8,20.9,21.7,289.54,888.96,0.0,0.0,30.2,5767,26/10/2015,0
160.3,7.6,1.7,11.1,15.1,19.8,34.9,292.85,956.61,-80.2,8.5,29.1,5761,27/10/2015,0
164.4,6.9,1.0,2.8,15.5,22.1,37.6,291.72,927.63,-222.2,91.3,26.9,5749,28/10/2015,0
165.8,3.5,-2.5,17.5,18.8,24.5,43.3,293.12,950.7,-68.6,1.5,33.6,5734,29/10/2015,0
159.8,3.6,-1.7,34.0,19.8,26.9,46.7,291.75,951.19,-130.0,4.2,40.5,5720,30/10/2015,0
207.6,6.4,0.6,28.9,18.6,21.7,40.3,292.27,948.23,-57.5,18.5,41.4,5719,31/10/2015,0
180.9,6.7,1.4,24.4,18.7,21.2,39.9,292.89,974.5,-33.5,1.1,39.1,5732,01/11/2015,0
188.2,6.0,0.4,23.7,21.1,23.5,44.6,293.51,995.23,-149.9,8.1,34.5,5729,02/11/2015,0
142.8,8.0,2.7,14.4,15.3,21.8,37.1,292.23,959.62,-274.1,7.4,31.5,5740,03/11/2015,0
126.1,5.5,-1.8,15.8,13.5,22.9,36.4,295.11,967.06,-26.7,727.5,29.2,5734,04/11/2015,0
131.4,5.5,-1.6,29.7,14.2,23.2,37.4,295.37,980.11,-35.8,196.8,37.7,5744,05/11/2015,0
143.4,4.5,-2.1,1.8,14.1,22.7,36.8,294.78,972.11,-36.7,723.1,28.0,5730,06/11/2015,0
70.1,6.1,0.8,19.8,9.0,25.6,34.6,292.27,956.73,-160.9,46.8,27.7,5730,07/11/2015,0
127.6,5.9,-0.4,15.0,13.5,21.5,35.0,293.92,963.04,-48.8,161.8,31.1,5726,08/11/2015,0
150.9,9.4,3.0,10.1,11.1,19.1,30.2,292.95,953.72,-38.2,0.1,32.4,5745,09/11/2015,0
145.1,8.4,3.2,10.2,13.0,20.8,33.8,291.89,959.66,0.0,0.0,34.2,5746,10/11/2015,0
150.9,16.8,0.9,12.7,14.0,21.8,35.8,282.69,740.0,0.0,0.0,17.9,5754,11/11/2015,0
121.8,10.5,4.0,4.6,9.9,16.6,26.5,293.05,953.69,-51.4,55.8,33.4,5769,13/11/2015,0
129.5,8.5,1.6,4.8,11.1,18.7,29.8,293.82,953.54,-45.4,46.7,37.2,5783,14/11/2015,0
125.7,10.6,5.3,5.6,10.8,18.4,29.2,291.99,960.6,-91.7,0.6,33.5,5775,15/11/2015,0
98.2,7.4,1.0,-11.8,9.7,21.9,31.6,293.97,975.72,-52.3,35.7,28.6,5768,16/11/2015,0
140.2,6.5,0.3,-0.7,14.1,21.9,36.0,293.24,959.21,-66.0,6.0,27.9,5744,17/11/2015,0
146.3,4.4,-0.9,7.9,17.6,24.1,41.7,292.61,964.24,-81.7,39.2,30.6,5709,18/11/2015,0
93.0,8.9,3.2,-10.4,8.0,20.0,28.0,292.67,971.28,-67.5,20.2,26.6,5736,19/11/2015,0
90.0,9.6,4.1,-9.3,10.9,20.5,31.4,291.69,967.58,0.0,0.0,28.5,5752,20/11/2015,0
25.2,10.7,6.2,-12.3,4.0,22.4,26.4,290.19,966.65,0.0,0.0,23.5,5757,21/11/2015,0
23.3,12.1,7.7,-12.3,4.0,22.6,26.6,289.81,960.18,0.0,0.0,18.8,5755,22/11/2015,0
21.3,11.0,6.6,-13.6,4.1,22.4,26.5,287.29,886.58,0.0,0.0,20.8,5755,23/11/2015,0
140.1,12.5,8.2,-10.2,11.4,16.7,28.1,287.33,890.12,0.0,0.0,22.3,5760,24/11/2015,0
141.7,11.9,7.1,12.2,12.3,16.8,29.1,288.46,909.9,0.0,0.0,29.7,5771,25/11/2015,0
150.4,11.8,7.5,-7.9,13.5,16.8,30.3,287.7,910.2,0.0,0.0,24.4,5758,26/11/2015,0
151.6,9.3,4.6,-6.7,14.9,18.3,33.2,291.56,971.68,-64.7,7.9,28.0,5743,27/11/2015,0
154.6,8.3,2.3,9.2,15.2,18.0,33.2,292.95,962.15,-29.5,54.9,28.8,5735,28/11/2015,0
168.2,7.8,2.9,21.1,17.7,24.5,42.2,289.62,933.9,0.0,0.0,27.0,5743,29/11/2015,0
176.0,8.8,3.6,4.0,15.5,22.3,37.8,290.94,935.6,0.0,0.0,37.8,5750,30/11/2015,0
205.6,7.8,2.3,26.7,17.4,22.4,39.8,293.12,977.2,-119.3,0.4,44.7,5745,01/12/2015,0
214.4,1.7,-2.8,35.5,21.4,29.1,50.5,290.66,942.78,-159.8,387.7,37.2,5682,03/12/2015,0
142.1,3.4,-0.2,17.4,20.3,27.5,47.8,289.52,961.21,0.0,0.0,27.3,5664,04/12/2015,0
131.3,7.1,0.7,-8.5,13.1,19.6,32.7,293.75,977.74,-18.8,143.1,24.5,5721,05/12/2015,0
175.5,9.6,3.5,22.7,14.3,17.1,31.4,293.26,977.8,-25.3,213.0,30.7,5721,06/12/2015,0
143.1,9.4,3.9,0.8,12.5,18.2,30.7,291.95,964.86,-30.6,83.8,29.8,5724,07/12/2015,0
138.3,11.9,7.2,-4.7,9.0,16.0,25.0,289.37,943.22,-71.2,13.0,21.0,5723,08/12/2015,0
131.7,14.4,10.4,-5.8,8.0,14.1,22.1,288.94,951.88,-80.1,12.0,23.7,5728,09/12/2015,0
151.0,10.6,6.4,-3.6,12.1,17.7,29.8,289.86,963.95,-61.3,0.8,22.0,5733,10/12/2015,0
147.1,6.4,0.6,23.2,13.6,21.4,35.0,293.67,987.18,-24.7,24.6,37.3,5727,11/12/2015,0
134.5,7.0,0.9,24.0,11.4,22.7,34.1,293.6,982.86,-53.6,80.3,33.9,5721,12/12/2015,0
224.6,5.8,0.1,27.6,21.1,22.5,43.6,292.99,980.39,-24.6,80.1,39.1,5717,13/12/2015,0
234.6,9.0,5.7,11.2,20.9,23.5,44.4,287.22,932.17,0.0,0.0,30.4,5702,14/12/2015,0
230.6,10.4,7.5,14.4,19.8,21.4,41.2,287.4,952.19,0.0,0.0,28.1,5692,15/12/2015,0
99.8,12.0,10.6,1.8,10.4,18.6,29.0,283.84,918.2,0.0,0.0,25.9,5686,16/12/2015,0
127.7,15.0,14.9,-4.5,10.9,19.2,30.1,281.14,896.96,0.0,0.0,17.2,5677,17/12/2015,1
221.8,10.7,9.3,30.9,20.0,24.0,44.0,286.14,974.91,0.0,0.0,37.0,5659,18/12/2015,0
216.0,11.2,10.2,24.3,20.0,19.3,39.3,285.64,975.95,0.0,0.0,32.9,5637,19/12/2015,0
77.6,15.1,14.3,-13.1,-10.8,16.7,5.9,282.28,906.17,0.0,0.0,18.5,5654,20/12/2015,0
101.4,15.5,15.1,5.8,7.1,17.2,24.3,280.22,872.57,0.0,0.0,20.6,5653,21/12/2015,0
174.1,13.6,12.7,24.7,16.5,18.1,34.6,281.22,879.29,0.0,0.0,25.1,5669,22/12/2015,0
133.2,14.6,12.0,15.3,10.1,17.2,27.3,285.7,932.69,0.0,0.0,20.8,5697,23/12/2015,0
199.7,16.2,14.8,23.3,13.6,15.5,29.1,282.72,886.41,0.0,0.0,29.3,5692,24/12/2015,0
174.5,16.9,15.7,16.8,12.0,13.7,25.7,283.37,918.41,0.0,0.0,23.2,5659,25/12/2015,0
69.8,17.6,18.7,-10.7,-6.3,14.4,8.1,280.82,931.39,0.0,0.0,14.2,5697,26/12/2015,0
71.8,19.3,19.7,-2.8,-13.4,17.1,3.7,275.92,835.65,0.0,0.0,13.3,5737,27/12/2015,0
108.5,15.9,14.1,-8.7,7.3,15.1,22.4,282.29,885.82,0.0,0.0,17.1,5745,29/12/2015,0
79.0,11.6,9.5,-3.9,8.4,18.7,27.1,283.36,892.23,0.0,0.0,17.4,5722,30/12/2015,0
100.8,7.2,4.3,5.5,13.7,22.8,36.5,286.16,923.48,0.0,0.0,18.6,5682,31/12/2015,0
100.8,10.9,9.6,5.5,13.7,22.8,36.5,284.36,955.43,0.0,0.0,17.6,5682,02/01/2018,0
100.8,12.8,13.3,5.5,13.7,22.8,36.5,280.61,922.59,0.0,0.0,13.1,5726,03/01/2018,0
100.8,13.7,14.3,5.5,13.7,22.8,36.5,279.76,918.31,0.0,0.0,10.0,5726,04/01/2018,0
66.0,14.5,15.5,3.5,10.8,23.7,34.5,280.77,955.24,0.0,0.0,9.9,5726,05/01/2018,0
66.0,13.6,15.0,3.5,10.8,23.7,34.5,281.41,961.26,0.0,0.0,11.3,5726,06/01/2018,0
66.0,14.5,16.4,3.5,10.8,23.7,34.5,281.94,991.28,0.0,0.0,11.2,5726,07/01/2018,0
66.0,17.8,19.5,3.5,10.8,23.7,34.5,268.74,788.75,0.0,0.0,7.9,5721,08/01/2018,0
73.7,21.1,22.6,-6.0,4.5,17.4,21.9,279.79,944.12,0.0,0.0,11.3,5758,09/01/2018,0
73.7,18.2,17.9,-6.0,4.5,17.4,21.9,281.9,928.8,0.0,0.0,10.3,5758,10/01/2018,0
73.7,17.6,17.3,-6.0,4.5,17.4,21.9,284.04,966.2,0.0,0.0,11.9,5758,11/01/2018,0
73.7,20.0,19.0,-6.0,4.5,17.4,21.9,275.96,827.07,0.0,0.0,14.0,5758,12/01/2018,0
73.7,17.9,16.5,4.9,-8.8,17.2,8.4,286.61,1025.74,-4.6,7.7,20.6,5758,13/01/2018,0
73.7,21.1,16.9,4.9,4.5,17.2,21.7,279.65,869.18,0.0,0.0,12.3,5758,14/01/2018,0
73.7,19.1,19.9,4.9,4.5,17.2,21.7,281.56,946.33,0.0,0.0,14.3,5758,15/01/2018,0
73.7,17.3,17.5,4.9,4.5,17.2,21.7,286.64,1011.31,-22.5,0.9,13.4,5758,16/01/2018,0
73.7,17.0,15.2,4.9,4.5,17.2,21.7,283.04,916.33,0.0,0.0,11.9,5758,17/01/2018,0
73.7,16.9,16.7,4.9,4.5,17.2,21.7,287.04,1012.32,-20.8,0.7,13.4,5758,18/01/2018,0
73.7,18.6,18.1,8.0,4.5,20.3,24.8,277.9,851.12,0.0,0.0,9.7,5758,19/01/2018,0
73.7,19.8,14.3,10.9,7.4,23.2,30.6,274.32,776.97,0.0,0.0,7.5,5738,20/01/2018,0
73.7,11.5,9.2,10.9,7.4,23.2,30.6,285.4,926.54,0.0,0.0,15.2,5738,21/01/2018,0
73.7,13.2,11.5,10.9,7.4,23.2,30.6,284.43,936.05,0.0,0.0,9.4,5741,22/01/2018,0
73.7,17.4,19.0,10.9,7.4,23.2,30.6,276.43,870.69,0.0,0.0,10.4,5741,23/01/2018,0
73.7,16.0,11.6,10.9,7.4,23.2,30.6,276.67,785.41,0.0,0.0,12.7,5741,24/01/2018,0
73.7,13.5,11.8,10.9,7.4,23.2,30.6,279.43,836.97,0.0,0.0,17.5,5741,25/01/2018,0
73.7,6.4,8.4,10.9,7.4,23.2,30.6,301.79,1168.11,17.4,2659.2,17.4,5741,26/01/2018,0
73.7,12.9,11.3,10.9,7.4,23.2,30.6,286.43,979.72,0.0,0.0,18.3,5741,27/01/2018,0
73.7,17.6,18.4,10.9,7.4,23.2,30.6,272.13,789.9,0.0,0.0,11.1,5741,28/01/2018,0
73.7,12.5,11.3,10.9,7.4,23.2,30.6,281.42,870.6,0.0,0.0,22.8,5741,29/01/2018,0
73.7,13.8,12.3,10.9,7.4,23.2,30.6,280.97,874.18,0.0,0.0,8.6,5741,30/01/2018,0
86.0,15.3,14.3,1.9,4.5,16.0,20.5,289.15,1005.98,0.0,0.0,16.8,5757,31/01/2018,0
86.0,15.7,13.1,1.9,4.5,16.0,20.5,282.41,867.17,0.0,0.0,22.7,5757,01/02/2018,0
87.2,14.2,11.1,4.2,4.6,18.2,22.8,284.97,893.74,0.0,0.0,16.7,5757,02/02/2018,0
87.2,13.1,9.4,4.2,4.6,18.2,22.8,288.05,939.55,0.0,0.0,19.2,5757,03/02/2018,0
87.2,12.2,7.3,4.2,4.6,18.2,22.8,291.42,990.9,0.0,0.0,20.8,5757,04/02/2018,0
87.2,12.9,7.8,4.2,4.6,18.2,22.8,290.41,973.23,0.0,0.0,21.4,5757,05/02/2018,0
87.2,13.8,7.1,4.2,4.6,18.2,22.8,287.38,890.22,0.0,0.0,20.3,5757,06/02/2018,0
87.2,8.6,12.1,4.2,4.6,18.2,22.8,298.43,1060.46,0.0,159.4,21.8,5757,07/02/2018,0
87.2,15.1,14.2,4.2,4.6,18.2,22.8,279.86,829.95,0.0,0.0,29.7,5757,08/02/2018,0
87.2,11.8,7.3,4.2,4.6,18.2,22.8,288.36,916.37,-192.1,35.9,25.9,5751,09/02/2018,0
87.2,12.7,8.7,4.2,4.6,18.2,22.8,288.43,938.49,-153.0,35.2,29.3,5751,10/02/2018,0
87.2,17.6,16.3,4.2,4.6,18.2,22.8,276.24,791.51,0.0,0.0,14.4,5751,11/02/2018,0
87.2,16.7,15.4,4.2,4.6,18.2,22.8,278.91,828.15,0.0,0.0,13.7,5751,12/02/2018,0
87.2,14.8,12.4,4.2,4.6,18.2,22.8,287.95,979.07,0.0,0.0,21.0,5751,13/02/2018,0
149.1,4.0,1.7,26.3,18.5,28.1,46.6,284.69,898.36,0.0,0.0,27.9,5639,14/02/2018,0
149.1,4.3,2.0,26.3,18.5,28.1,46.6,284.0,887.4,0.0,0.0,20.9,5639,15/02/2018,0
149.1,4.9,3.2,26.3,18.5,28.1,46.6,282.9,881.03,0.0,0.0,13.2,5639,16/02/2018,0
149.1,3.7,0.5,26.3,18.5,28.1,46.6,285.55,901.57,0.0,0.0,19.6,5639,17/02/2018,0
149.1,2.6,-0.3,26.3,18.5,28.1,46.6,285.09,880.6,0.0,0.0,18.8,5701,18/02/2018,0
149.1,0.4,-4.6,26.3,18.5,28.1,46.6,292.93,995.8,-56.5,55.7,23.4,5701,19/02/2018,0
149.1,3.0,-0.1,26.3,18.5,28.1,46.6,288.7,964.2,0.0,0.0,27.6,5701,20/02/2018,0
149.1,-0.4,-5.9,26.3,18.5,28.1,46.6,292.66,968.39,-62.9,950.5,27.6,5701,21/02/2018,0
149.1,1.2,-3.1,26.3,18.5,28.1,46.6,289.86,948.76,-173.5,0.8,26.7,5701,22/02/2018,0
149.1,-6.2,-3.6,26.3,18.5,28.1,46.6,305.44,1117.92,10.3,8773.0,27.7,5701,23/02/2018,0
149.1,-0.4,-6.0,26.3,18.5,28.1,46.6,291.84,946.4,-177.8,781.3,24.1,5701,24/02/2018,0
149.1,-1.2,-6.4,26.3,18.5,28.1,46.6,292.47,955.74,-232.9,1203.7,23.7,5701,25/02/2018,0
149.1,2.8,1.2,26.3,18.5,28.1,46.6,281.52,827.69,-830.4,0.9,29.5,5701,26/02/2018,0
149.1,0.1,-7.0,26.3,18.5,28.1,46.6,292.55,948.02,-65.5,104.0,22.7,5701,27/02/2018,0
149.1,-0.3,-7.6,-0.2,18.5,28.1,46.6,292.82,945.45,-33.9,3.5,21.1,5701,28/02/2018,0
149.1,-2.2,-8.7,-0.2,18.5,28.1,46.6,295.27,992.55,-2.8,0.6,26.7,5701,01/03/2018,0
131.9,3.9,-0.4,3.3,16.9,28.0,44.9,285.42,831.64,-501.6,518.5,23.2,5739,02/03/2018,0
131.9,1.6,-5.4,3.3,16.9,28.0,44.9,294.39,966.64,-123.7,1164.2,30.0,5739,03/03/2018,0
95.9,2.6,-3.8,23.4,12.5,29.6,42.1,293.73,953.54,-191.2,834.8,25.4,5745,04/03/2018,0
95.9,3.1,-4.1,23.4,12.5,29.6,42.1,294.42,965.34,-179.3,1073.6,27.8,5745,05/03/2018,0
157.3,2.1,-0.8,30.1,17.2,31.9,49.1,284.01,828.99,-703.9,80.6,27.4,5703,06/03/2018,0
157.3,4.7,3.5,30.1,17.2,31.9,49.1,281.32,833.3,0.0,0.0,26.2,5679,07/03/2018,0
157.3,-3.8,3.4,30.1,17.2,31.9,49.1,306.55,1167.42,17.1,7684.8,19.6,5679,08/03/2018,0
157.3,4.1,2.0,30.1,17.2,31.9,49.1,282.68,840.48,0.0,0.0,25.2,5679,09/03/2018,0
162.5,2.7,-0.9,29.0,17.8,30.2,48.0,283.92,826.16,0.0,0.0,18.5,5679,10/03/2018,0
162.5,2.5,-0.5,29.0,17.8,30.2,48.0,283.88,831.02,-571.6,8.7,18.5,5679,11/03/2018,1
162.5,-0.2,-5.9,29.0,17.8,30.2,48.0,292.38,938.53,-181.5,1180.2,24.8,5679,12/03/2018,0
354.5,-0.8,-7.8,36.0,23.8,31.2,55.0,294.29,956.76,-135.0,2004.8,25.2,5679,13/03/2018,0
354.5,7.1,7.1,36.0,23.8,31.2,55.0,272.99,732.42,0.0,0.0,19.6,5679,14/03/2018,0
73.0,4.6,-1.4,21.0,11.0,30.0,41.0,293.91,989.31,-250.9,31.8,25.4,5753,15/03/2018,0
190.0,-0.9,-8.5,36.2,19.1,29.6,48.7,295.96,958.69,-87.5,2429.6,38.4,5725,16/03/2018,1
102.6,3.6,0.4,28.5,14.6,29.5,44.1,285.61,857.44,-480.6,66.1,29.9,5697,17/03/2018,0
185.3,9.8,9.7,27.9,20.7,28.6,49.3,277.24,801.44,0.0,0.0,26.3,5700,18/03/2018,0
31.0,4.0,-2.0,16.4,6.8,27.2,34.0,293.34,961.26,-140.0,150.2,25.6,5764,19/03/2018,0
42.7,8.5,2.3,7.6,4.2,22.3,26.5,293.05,953.69,-142.5,34.2,21.8,5744,20/03/2018,0
179.8,8.1,0.6,14.5,16.2,23.9,40.1,293.25,945.08,-112.8,2.6,21.5,5768,21/03/2018,0
